Time (sec),Air Temp (F),Water Supply Temp (F),Water Return Temp (F),Water Flowrate (gpm)
37920.0,75.355,68.186,81.307,4260.689
37980.0,75.347,68.127,80.459,4241.923
38040.0,75.348,68.128,81.158,4258.42
38100.0,75.349,68.112,80.723,4242.628
38160.0,75.357,68.114,81.061,4261.393
38220.0,75.372,68.048,80.575,4260.243
38280.0,75.367,67.828,81.378,4259.903
38340.0,75.369,67.93,80.747,4243.092
38400.0,75.392,68.176,80.943,4256.529
38460.0,75.369,67.908,81.518,4255.822
38520.0,75.342,67.856,81.363,4250.434
38580.0,75.346,68.182,81.39,4251.693
38640.0,75.396,68.065,80.565,4254.259
38700.0,75.384,67.786,81.556,4250.224
38760.0,75.401,68.137,80.819,4255.582
38820.0,75.331,68.073,81.356,4251.222
38880.0,75.373,67.953,81.307,4249.154
38940.0,75.363,67.981,80.497,4255.339
39000.0,75.363,67.95,80.772,4253.017
39060.0,75.369,68.022,81.072,4253.025
39120.0,75.356,67.761,80.807,4261.627
39180.0,75.371,68.172,81.552,4242.133
39240.0,75.335,67.777,81.55,4245.22
39300.0,75.394,68.027,80.951,4244.629
39360.0,75.333,67.795,80.545,4250.655
39420.0,75.382,68.059,80.735,4251.695
39480.0,75.343,67.948,80.645,4249.512
39540.0,75.375,68.164,80.887,4244.211
39600.0,75.392,67.801,80.518,4244.619
39660.0,75.331,68.066,81.162,4244.468
39720.0,75.333,67.996,81.334,4244.317
39780.0,75.377,68.178,80.885,4243.419
39840.0,75.372,68.021,81.246,4259.862
39900.0,75.354,68.02,81.196,4255.918
39960.0,75.354,68.084,81.473,4243.203
40020.0,75.371,67.792,81.299,4246.451
40080.0,75.389,68.045,81.219,4257.86
40140.0,75.358,68.052,80.956,4254.618
40200.0,75.391,67.886,80.771,4249.774
40260.0,75.345,67.984,80.549,4251.757
40320.0,75.397,68.006,80.608,4258.546
40380.0,75.367,68.001,80.492,4258.739
40440.0,75.364,68.174,80.961,4252.11
40500.0,75.378,68.164,81.351,4242.174
40560.0,75.348,68.192,80.84,4250.199
40620.0,75.365,67.954,80.635,4257.394
40680.0,75.375,67.783,81.505,4242.587
40740.0,75.363,67.869,80.701,4242.556
40800.0,75.387,68.19,80.904,4258.513
40860.0,75.39,67.773,81.113,4254.887
40920.0,75.397,67.818,81.048,4254.615
40980.0,75.369,67.866,80.708,4246.087
41040.0,75.337,67.77,81.288,4241.693
41100.0,75.39,67.798,81.254,4245.551
41160.0,75.335,67.856,81.198,4252.301
41220.0,75.336,67.943,80.702,4241.325
41280.0,75.326,68.09,81.553,4249.327
41340.0,75.333,67.899,80.668,4253.855
41400.0,75.34,67.918,81.18,4243.886
41460.0,75.324,67.951,81.023,4242.246
41520.0,75.391,67.761,81.37,4242.716
41580.0,75.355,68.019,81.327,4247.568
41640.0,75.36,67.966,81.225,4244.112
41700.0,75.393,68.183,80.532,4261.575
41760.0,75.389,68.178,81.377,4260.929
41820.0,75.353,68.161,80.795,4251.926
41880.0,75.347,67.846,81.276,4244.863
41940.0,75.345,68.006,81.463,4257.596
42000.0,75.371,67.889,81.222,4254.907
42060.0,75.382,68.127,80.721,4247.117
42120.0,75.339,68.118,80.895,4247.371
42180.0,75.34,68.079,80.681,4246.955
42240.0,75.394,67.944,80.456,4243.169
42300.0,75.34,68.057,81.052,4249.426
42360.0,75.325,68.056,81.426,4243.808
42420.0,75.34,68.012,81.265,4244.041
42480.0,75.381,67.924,81.183,4257.263
42540.0,75.397,67.989,80.699,4254.657
42600.0,75.371,67.873,80.512,4243.086
42660.0,75.33,67.813,80.662,4260.736
42720.0,75.367,67.936,80.712,4257.648
42780.0,75.362,68.138,80.665,4248.964
42840.0,75.359,68.085,80.58,4255.352
42900.0,75.377,68.165,81.345,4249.795
42960.0,75.374,67.907,80.639,4249.91
43020.0,75.374,67.837,81.337,4253.781
43080.0,75.334,68.071,80.929,4247.339
43140.0,75.325,67.884,81.499,4241.447
43200.0,75.342,68.086,81.363,4252.648
43260.0,75.362,67.931,81.221,4246.692
43320.0,75.364,68.042,81.429,4242.745
43380.0,75.375,68.048,81.23,4247.057
43440.0,75.339,68.104,81.381,4261.336
43500.0,75.361,67.812,81.539,4243.904
43560.0,75.364,68.045,80.87,4244.193
43620.0,75.347,68.147,80.818,4252.478
43680.0,75.355,67.969,81.376,4257.203
43740.0,75.335,67.882,81.33,4254.239
43800.0,75.332,68.039,81.359,4258.535
43860.0,75.392,67.848,81.515,4247.903
43920.0,75.328,68.168,81.1,4243.151
43980.0,75.346,67.954,81.167,4254.591
44040.0,75.38,68.167,81.356,4261.263
44100.0,75.401,68.087,80.67,4250.607
44160.0,75.382,67.899,81.14,4257.797
44220.0,75.351,68.023,81.471,4250.549
44280.0,75.379,68.026,81.454,4241.79
44340.0,75.39,68.053,81.031,4252.772
44400.0,75.35,67.844,81.312,4261.096
44460.0,75.355,68.046,81.236,4260.702
44520.0,75.358,68.052,80.881,4252.714
44580.0,75.344,68.093,80.476,4258.426
44640.0,75.349,68.018,80.487,4259.837
44700.0,75.377,68.186,80.53,4242.067
44760.0,75.369,68.074,81.254,4242.879
44820.0,75.358,68.052,81.51,4251.171
44880.0,75.392,68.021,80.87,4241.558
44940.0,75.388,67.946,81.409,4260.702
45000.0,75.341,67.772,80.666,4260.486
45060.0,75.34,68.03,80.898,4252.79
45120.0,75.391,67.85,81.353,4249.524
45180.0,75.367,67.938,81.447,4246.681
45240.0,75.34,67.799,81.257,4256.069
45300.0,75.332,68.029,81.387,4255.655
45360.0,75.335,67.832,81.108,4247.5
45420.0,75.401,68.085,81.138,4261.366
45480.0,75.369,67.971,81.13,4249.944
45540.0,75.337,68.167,81.293,4249.633
45600.0,75.401,68.017,80.877,4257.77
45660.0,75.326,67.833,81.162,4256.163
45720.0,75.333,67.949,80.537,4246.248
45780.0,75.324,67.962,80.47,4249.113
45840.0,75.348,67.783,80.554,4247.785
45900.0,75.374,68.115,81.519,4254.704
45960.0,75.391,68.094,81.145,4245.668
46020.0,75.396,67.778,80.551,4255.056
46080.0,75.365,67.913,80.992,4251.732
46140.0,75.391,68.163,81.062,4242.567
46200.0,75.402,67.791,80.77,4244.348
46260.0,75.329,68.182,81.233,4247.281
46320.0,75.395,68.046,80.946,4258.328
46380.0,75.391,68.009,81.174,4242.628
46440.0,75.339,67.927,81.349,4244.533
46500.0,75.396,67.774,81.253,4245.15
46560.0,75.397,68.066,80.91,4250.304
46620.0,75.361,67.793,80.581,4244.117
46680.0,75.329,68.112,80.636,4243.279
46740.0,75.382,67.794,80.546,4260.715
46800.0,75.332,67.78,80.605,4245.458
46860.0,75.347,68.178,81.021,4246.391
46920.0,75.33,67.915,80.847,4254.599
46980.0,75.327,67.859,81.159,4253.309
47040.0,75.375,67.978,81.225,4248.705
47100.0,75.341,67.799,81.33,4255.662
47160.0,75.395,68.188,80.81,4248.933
47220.0,75.351,68.136,81.387,4249.528
47280.0,75.393,67.966,81.391,4257.098
47340.0,75.37,68.197,81.102,4241.313
47400.0,75.356,67.831,80.688,4241.424
47460.0,75.352,68.09,81.282,4256.271
47520.0,75.358,68.003,80.607,4254.199
47580.0,75.339,67.913,80.624,4256.913
47640.0,75.357,67.887,81.345,4252.838
47700.0,75.362,67.91,80.596,4244.484
47760.0,75.355,67.98,81.179,4254.789
47820.0,75.333,68.084,81.283,4243.753
47880.0,75.343,67.907,80.943,4256.29
47940.0,75.367,68.164,81.541,4254.075
48000.0,75.371,68.049,81.042,4256.616
48060.0,75.363,68.166,80.563,4243.636
48120.0,75.399,68.085,81.056,4254.23
48180.0,75.369,67.877,80.737,4254.406
48240.0,75.371,67.974,81.407,4250.741
48300.0,75.343,68.062,81.38,4246.905
48360.0,75.371,68.104,81.019,4261.284
48420.0,75.396,67.885,80.99,4253.462
48480.0,75.33,67.858,81.028,4260.011
48540.0,75.356,67.875,81.179,4242.688
48600.0,75.378,67.858,80.58,4257.719
48660.0,75.398,68.151,81.013,4260.26
48720.0,75.364,67.777,80.503,4242.092
48780.0,75.339,67.763,80.864,4245.845
48840.0,75.333,67.813,81.108,4245.766
48900.0,75.373,68.184,80.553,4261.027
48960.0,75.367,68.077,81.376,4257.946
49020.0,75.373,67.871,81.537,4246.759
49080.0,75.358,67.915,80.537,4248.817
49140.0,75.401,68.015,81.073,4245.473
49200.0,75.325,68.156,81.216,4247.884
49260.0,75.346,68.116,80.7,4247.686
49320.0,75.349,68.18,81.327,4243.203
49380.0,75.323,67.861,81.245,4260.779
49440.0,75.388,68.026,80.917,4243.207
49500.0,75.398,67.889,81.188,4251.333
49560.0,75.349,68.197,81.418,4255.422
49620.0,75.397,68.115,80.862,4246.85
49680.0,75.382,67.851,80.625,4242.134
49740.0,75.371,67.856,81.455,4261.361
49800.0,75.335,67.892,81.216,4252.361
49860.0,75.385,67.889,81.281,4257.154
49920.0,75.351,68.144,80.892,4246.471
49980.0,75.355,68.189,81.405,4244.725
50040.0,75.341,67.8,80.64,4258.875
50100.0,75.358,67.792,80.679,4259.421
50160.0,75.387,68.057,81.519,4245.799
50220.0,75.395,67.859,81.472,4251.489
50280.0,75.384,67.908,81.243,4241.895
50340.0,75.348,68.009,80.774,4259.797
50400.0,75.367,68.168,81.346,4251.343
50460.0,75.329,68.093,81.407,4254.425
50520.0,75.371,67.959,80.983,4252.228
50580.0,75.361,68.158,80.745,4260.974
50640.0,75.398,67.865,81.308,4243.187
50700.0,75.324,68.185,80.875,4244.553
50760.0,75.328,67.813,80.835,4251.465
50820.0,75.36,68.063,80.649,4247.08
50880.0,75.388,68.136,80.9,4245.578
50940.0,75.352,68.005,81.474,4247.319
51000.0,75.372,67.931,80.516,4251.232
51060.0,75.346,68.092,81.175,4257.892
51120.0,75.38,68.096,80.579,4259.167
51180.0,75.355,67.865,81.234,4243.217
51240.0,75.361,67.781,81.206,4257.58
51300.0,75.364,67.854,80.691,4249.387
51360.0,75.377,68.167,80.7,4252.305
51420.0,75.35,67.83,80.841,4252.792
51480.0,75.324,68.033,81.068,4242.243
51540.0,75.372,68.127,81.191,4248.401
51600.0,75.357,67.803,80.627,4252.544
51660.0,75.331,67.974,81.1,4246.208
51720.0,75.349,67.97,80.495,4241.432
51780.0,75.386,67.896,81.0,4260.796
51840.0,75.389,68.138,81.404,4246.006
51900.0,75.397,68.133,80.508,4243.956
51960.0,75.337,67.816,80.789,4248.621
52020.0,75.361,68.084,80.747,4250.735
52080.0,75.374,68.13,80.92,4244.214
52140.0,75.323,67.795,80.51,4244.924
52200.0,75.4,68.133,80.613,4246.567
52260.0,75.367,67.885,80.824,4247.81
52320.0,75.353,67.787,80.748,4256.382
52380.0,75.332,67.97,80.548,4245.274
52440.0,75.346,68.096,81.133,4257.764
52500.0,75.389,67.919,81.302,4253.625
52560.0,75.358,67.882,81.1,4256.641
52620.0,75.356,67.826,80.717,4250.792
52680.0,75.359,68.144,81.446,4254.894
52740.0,75.373,67.791,81.28,4246.259
52800.0,75.336,68.107,80.65,4243.657
52860.0,75.386,67.999,81.048,4245.716
52920.0,75.379,67.87,81.023,4254.831
52980.0,75.348,68.093,80.632,4252.116
53040.0,75.353,68.187,80.97,4246.101
53100.0,75.393,67.786,81.089,4245.034
53160.0,75.326,67.967,81.472,4259.971
53220.0,75.366,68.08,81.363,4258.609
53280.0,75.367,67.973,80.451,4245.353
53340.0,75.38,68.059,81.359,4256.116
53400.0,75.349,68.145,81.55,4259.21
53460.0,75.39,68.112,80.902,4254.709
53520.0,75.374,67.926,80.505,4257.192
53580.0,75.39,68.061,80.938,4260.434
53640.0,75.339,68.0,81.524,4248.48
53700.0,75.361,68.036,80.963,4253.454
53760.0,75.36,68.067,80.661,4248.481
53820.0,75.332,67.835,81.276,4250.869
53880.0,75.341,68.011,81.385,4247.045
53940.0,75.38,68.107,81.476,4245.089
54000.0,75.34,68.015,80.61,4252.151
54060.0,75.392,67.78,81.056,4254.432
54120.0,75.363,68.074,81.074,4255.068
54180.0,75.345,68.085,80.984,4255.251
54240.0,75.328,68.156,80.955,4250.145
54300.0,75.396,68.104,81.211,4256.879
54360.0,75.392,67.904,81.03,4255.077
54420.0,75.36,67.954,80.567,4252.102
54480.0,75.333,67.841,80.596,4247.864
54540.0,75.378,68.056,81.258,4248.896
54600.0,75.325,68.166,80.842,4247.648
54660.0,75.364,67.877,80.467,4257.777
54720.0,75.332,68.16,80.579,4260.89
54780.0,75.354,68.0,80.468,4248.932
54840.0,75.357,68.052,80.8,4256.957
54900.0,75.385,67.964,80.884,4252.947
54960.0,75.361,67.814,81.208,4251.48
55020.0,75.341,67.899,81.322,4243.146
55080.0,75.343,68.016,80.51,4252.86
55140.0,75.335,67.805,80.669,4261.621
55200.0,75.356,67.897,81.19,4242.6
55260.0,75.372,68.07,80.465,4250.615
55320.0,75.391,67.846,81.425,4250.11
55380.0,75.394,67.886,81.415,4257.542
55440.0,75.357,68.057,80.621,4254.227
55500.0,75.36,68.098,81.001,4251.678
55560.0,75.353,68.059,81.451,4257.978
55620.0,75.337,67.862,81.033,4259.196
55680.0,75.344,67.957,81.334,4256.867
55740.0,75.325,67.831,81.209,4252.661
55800.0,75.382,68.051,81.026,4251.626
55860.0,75.365,67.905,81.303,4245.71
55920.0,75.401,68.045,81.004,4250.959
55980.0,75.397,67.779,80.598,4252.995
56040.0,75.328,68.056,80.993,4259.711
56100.0,75.381,67.831,80.993,4248.822
56160.0,75.399,68.178,80.935,4255.537
56220.0,75.385,68.077,80.462,4243.83
56280.0,75.401,67.972,81.381,4242.549
56340.0,75.346,67.801,80.764,4251.134
56400.0,75.367,68.181,80.603,4261.06
56460.0,75.333,68.026,81.337,4247.328
56520.0,75.378,67.816,80.788,4258.189
56580.0,75.37,67.843,81.493,4249.805
56640.0,75.386,68.004,80.571,4254.886
56700.0,75.369,67.808,81.383,4259.009
56760.0,75.328,68.038,80.838,4257.711
56820.0,75.344,68.198,81.289,4257.813
56880.0,75.324,68.142,80.807,4249.919
56940.0,75.389,68.16,81.379,4246.305
57000.0,75.334,68.034,80.74,4259.688
57060.0,75.399,68.029,80.61,4251.978
57120.0,75.383,67.965,80.719,4251.668
57180.0,75.368,67.962,80.835,4252.157
57240.0,75.327,67.813,81.221,4243.636
57300.0,75.388,67.937,80.562,4245.034
57360.0,75.337,68.154,81.138,4245.112
57420.0,75.353,67.88,80.513,4256.199
57480.0,75.333,68.11,80.672,4259.589
57540.0,75.374,67.935,81.485,4248.6
57600.0,75.386,68.194,80.502,4248.677
57660.0,75.393,68.179,81.149,4252.747
57720.0,75.339,67.951,81.309,4250.008
57780.0,75.362,68.103,81.46,4251.906
57840.0,75.344,68.163,80.54,4248.31
57900.0,75.33,67.812,81.009,4250.435
57960.0,75.356,68.13,80.574,4256.677
58020.0,75.385,68.085,80.711,4246.471
58080.0,75.363,67.767,81.532,4260.059
58140.0,75.354,68.142,80.863,4250.227
58200.0,75.348,67.956,81.381,4261.108
58260.0,75.363,67.958,80.498,4254.433
58320.0,75.398,67.836,80.868,4247.198
58380.0,75.35,67.989,81.086,4256.816
58440.0,75.367,67.906,81.039,4241.331
58500.0,75.347,67.883,80.879,4256.841
58560.0,75.338,67.894,81.525,4257.332
58620.0,75.352,67.784,81.282,4242.016
58680.0,75.366,67.868,81.57,4254.363
58740.0,75.358,68.144,80.908,4250.373
58800.0,75.366,67.82,80.786,4257.995
58860.0,75.361,68.043,80.596,4251.117
58920.0,75.391,68.094,80.462,4256.01
58980.0,75.391,68.121,80.676,4256.519
59040.0,75.391,68.197,81.213,4256.051
59100.0,75.371,67.877,81.086,4258.226
59160.0,75.341,68.188,81.213,4253.565
59220.0,75.328,67.973,81.531,4259.908
59280.0,75.373,68.139,81.021,4244.537
59340.0,75.323,67.77,81.386,4242.207
59400.0,75.33,68.099,81.118,4253.11
59460.0,75.381,68.035,80.515,4246.348
59520.0,75.36,67.803,80.484,4248.674
59580.0,75.38,68.062,81.548,4246.965
59640.0,75.371,67.795,81.09,4252.495
59700.0,75.4,67.785,80.656,4256.03
59760.0,75.351,68.087,80.455,4256.717
59820.0,75.351,67.785,81.511,4252.958
59880.0,75.334,67.983,81.322,4252.433
59940.0,75.369,68.001,81.324,4257.401
60000.0,75.39,68.08,80.921,4257.202
60060.0,75.356,68.188,81.559,4250.224
60120.0,75.355,67.799,80.547,4249.714
60180.0,75.402,68.108,81.355,4257.126
60240.0,75.354,68.18,81.463,4257.872
60300.0,75.371,68.074,80.572,4256.894
60360.0,75.328,67.858,81.301,4257.533
60420.0,75.379,67.974,81.179,4261.382
60480.0,75.4,67.946,81.399,4253.544
60540.0,75.332,67.866,80.475,4242.979
60600.0,75.363,67.989,80.841,4251.226
60660.0,75.377,68.062,80.94,4245.514
60720.0,75.335,68.152,80.956,4259.542
60780.0,75.358,68.045,80.78,4261.584
60840.0,75.391,68.099,80.905,4259.557
60900.0,75.387,67.866,81.025,4259.268
60960.0,75.352,67.921,81.465,4251.928
61020.0,75.399,67.929,81.219,4257.083
61080.0,75.402,67.853,80.568,4244.04
61140.0,75.362,68.153,80.874,4245.475
61200.0,75.336,67.795,80.647,4259.371
61260.0,75.348,67.892,81.363,4248.568
61320.0,75.339,67.815,80.704,4256.148
61380.0,75.336,67.784,81.221,4254.741
61440.0,75.336,67.95,81.002,4252.019
61500.0,75.377,67.826,80.592,4248.705
61560.0,75.378,68.041,81.22,4243.483
61620.0,75.356,68.025,80.466,4251.424
61680.0,75.381,67.934,81.396,4245.644
61740.0,75.344,67.849,80.798,4241.837
61800.0,75.345,68.058,80.78,4259.66
61860.0,75.327,67.843,80.588,4257.241
61920.0,75.361,67.877,81.535,4246.382
61980.0,75.394,67.998,80.571,4245.541
62040.0,75.362,68.098,80.767,4244.969
62100.0,75.399,68.007,80.944,4258.485
62160.0,75.401,68.137,81.078,4246.491
62220.0,75.344,67.826,80.518,4247.171
62280.0,75.334,67.868,81.508,4243.74
62340.0,75.393,68.021,80.537,4246.715
62400.0,75.337,67.96,80.504,4258.703
62460.0,75.381,67.853,80.85,4258.257
62520.0,75.391,68.146,80.69,4255.787
62580.0,75.373,67.865,80.468,4245.659
62640.0,75.343,67.919,80.977,4258.686
62700.0,75.401,67.919,81.261,4247.698
62760.0,75.343,67.981,81.205,4246.987
62820.0,75.382,67.912,80.859,4253.618
62880.0,75.397,68.181,80.634,4256.686
62940.0,75.342,68.163,80.735,4256.22
63000.0,75.324,67.985,80.839,4253.113
63060.0,75.394,67.89,80.819,4254.986
63120.0,75.327,67.813,81.496,4255.72
63180.0,75.326,68.183,81.35,4243.867
63240.0,75.341,67.885,80.472,4261.003
63300.0,75.401,67.792,81.223,4258.551
63360.0,75.355,67.882,80.449,4255.681
63420.0,75.363,67.978,80.452,4253.267
63480.0,75.327,67.889,81.112,4248.129
63540.0,75.323,68.067,81.059,4255.947
63600.0,75.361,67.981,81.49,4244.544
63660.0,75.332,67.902,81.4,4241.485
63720.0,75.382,67.839,81.122,4260.277
63780.0,75.331,67.868,80.489,4260.762
63840.0,75.363,68.009,80.777,4254.241
63900.0,75.355,67.843,80.512,4259.038
63960.0,75.392,67.761,81.163,4246.648
64020.0,75.351,67.87,81.524,4242.717
64080.0,75.371,68.073,80.853,4253.343
64140.0,75.344,68.141,81.257,4259.693
64200.0,75.374,68.122,80.967,4245.871
64260.0,75.401,68.087,81.137,4249.066
64320.0,75.401,68.129,80.545,4242.99
64380.0,75.387,68.016,81.379,4242.44
64440.0,75.35,67.851,80.705,4248.573
64500.0,75.378,67.773,81.5,4257.154
64560.0,75.365,68.067,80.57,4258.445
64620.0,75.367,68.045,80.492,4252.417
64680.0,75.388,68.169,80.812,4257.496
64740.0,75.362,67.873,81.157,4251.159
64800.0,75.394,67.95,80.758,4250.153
64860.0,75.369,67.988,80.688,4243.741
64920.0,75.332,67.807,80.818,4255.619
64980.0,75.324,67.893,80.843,4250.368
65040.0,75.33,68.119,80.572,4245.629
65100.0,75.334,68.198,81.058,4253.037
65160.0,75.329,68.161,80.84,4261.613
65220.0,75.353,67.901,81.157,4246.333
65280.0,75.369,68.162,80.514,4251.037
65340.0,75.356,67.805,80.814,4253.616
65400.0,75.379,68.12,81.25,4252.95
65460.0,75.36,68.186,80.964,4260.659
65520.0,75.367,68.055,80.973,4260.03
65580.0,75.387,67.991,81.132,4249.044
65640.0,75.399,68.125,81.519,4252.233
65700.0,75.343,68.013,81.01,4253.825
65760.0,75.397,67.866,81.143,4245.829
65820.0,75.351,68.096,81.107,4251.754
65880.0,75.375,67.766,81.241,4254.39
65940.0,75.345,68.083,80.567,4249.174
66000.0,75.371,68.001,80.598,4244.081
66060.0,75.336,68.094,81.443,4257.74
66120.0,75.348,67.777,80.575,4256.235
66180.0,75.363,68.13,81.134,4244.063
66240.0,75.402,67.788,80.723,4244.354
66300.0,75.386,67.925,81.143,4261.632
66360.0,75.35,67.815,80.749,4243.096
66420.0,75.328,68.009,80.885,4252.375
66480.0,75.395,68.151,81.121,4247.281
66540.0,75.381,68.16,81.194,4255.511
66600.0,75.366,68.134,81.036,4255.824
66660.0,75.362,67.924,81.51,4252.075
66720.0,75.372,67.924,81.262,4253.768
66780.0,75.35,67.926,80.777,4247.013
66840.0,75.367,67.947,80.993,4243.551
66900.0,75.324,67.824,80.623,4261.114
66960.0,75.339,68.171,81.233,4252.136
67020.0,75.368,67.907,80.496,4253.189
67080.0,75.34,68.118,81.37,4254.279
67140.0,75.378,67.979,81.188,4261.538
67200.0,75.335,68.117,80.616,4244.659
67260.0,75.393,67.936,81.301,4247.397
67320.0,75.399,68.084,81.462,4245.237
67380.0,75.363,67.991,80.954,4247.332
67440.0,75.369,67.842,80.983,4244.085
67500.0,75.399,67.827,80.658,4258.844
67560.0,75.342,68.173,80.596,4250.046
67620.0,75.383,67.839,80.546,4257.901
67680.0,75.334,67.798,80.783,4246.483
67740.0,75.378,68.005,81.508,4254.307
67800.0,75.327,67.853,81.156,4255.44
67860.0,75.348,68.008,80.796,4248.538
67920.0,75.366,68.164,81.126,4245.504
67980.0,75.385,68.073,80.492,4254.014
68040.0,75.352,68.149,80.502,4255.418
68100.0,75.342,67.914,81.133,4248.227
68160.0,75.357,67.878,81.247,4249.187
68220.0,75.371,68.179,81.247,4258.076
68280.0,75.367,68.071,80.752,4259.152
68340.0,75.348,68.057,80.713,4250.112
68400.0,75.359,68.083,80.822,4249.917
68460.0,75.353,68.103,80.73,4256.287
68520.0,75.339,68.115,81.42,4246.942
68580.0,75.34,67.824,80.54,4258.378
68640.0,75.402,68.047,81.476,4254.863
68700.0,75.354,67.869,80.787,4242.853
68760.0,75.385,67.859,81.344,4241.616
68820.0,75.336,67.868,81.156,4257.543
68880.0,75.355,68.043,81.203,4247.775
68940.0,75.349,67.906,80.72,4242.866
69000.0,75.4,67.85,81.042,4261.432
69060.0,75.332,67.762,81.13,4259.9
69120.0,75.355,67.806,81.102,4250.202
69180.0,75.393,67.862,80.804,4257.852
69240.0,75.323,67.854,81.091,4242.229
69300.0,75.324,67.939,80.471,4245.666
69360.0,75.346,68.102,80.878,4255.222
69420.0,75.35,67.848,81.223,4249.153
69480.0,75.394,68.175,81.119,4245.456
69540.0,75.333,67.911,80.993,4259.39
69600.0,75.338,68.033,81.177,4241.371
69660.0,75.375,68.171,81.305,4261.52
69720.0,75.378,68.099,81.077,4255.767
69780.0,75.347,67.842,80.743,4249.91
69840.0,75.336,67.964,80.862,4259.259
69900.0,75.382,68.095,80.744,4241.817
69960.0,75.347,67.866,80.519,4258.298
70020.0,75.342,68.118,80.95,4247.245
70080.0,75.359,68.113,80.921,4250.778
70140.0,75.357,68.181,81.492,4254.417
70200.0,75.387,68.126,81.245,4256.335
70260.0,75.364,68.188,81.156,4252.796
70320.0,75.38,67.761,81.27,4247.004
70380.0,75.337,67.786,80.476,4259.99
70440.0,75.378,67.914,80.625,4249.092
70500.0,75.387,67.795,80.978,4253.0
70560.0,75.326,68.199,81.269,4244.777
70620.0,75.397,67.87,81.223,4261.389
70680.0,75.387,68.055,80.569,4251.153
70740.0,75.363,67.97,80.827,4256.729
70800.0,75.397,68.02,80.774,4245.759
70860.0,75.351,67.829,81.177,4254.124
70920.0,75.345,68.003,80.993,4246.019
70980.0,75.355,67.977,80.728,4249.696
71040.0,75.329,67.841,81.545,4252.284
71100.0,75.393,67.921,81.059,4242.061
71160.0,75.35,67.784,81.448,4252.807
71220.0,75.35,68.125,81.114,4256.427
71280.0,75.368,68.064,81.027,4261.338
71340.0,75.334,68.095,80.582,4254.493
71400.0,75.34,68.076,80.698,4258.408
71460.0,75.396,67.836,81.455,4249.45
71520.0,75.36,67.789,81.296,4247.404
71580.0,75.387,67.992,81.075,4254.5
71640.0,75.326,68.152,80.725,4260.93
71700.0,75.342,68.047,80.936,4255.524
71760.0,75.336,68.174,81.306,4257.65
71820.0,75.385,67.98,81.091,4261.457
71880.0,75.358,68.004,80.685,4253.264
71940.0,75.402,67.814,80.782,4254.634
72000.0,75.34,68.12,80.526,4257.741
72060.0,75.376,68.049,81.455,4256.128
72120.0,75.363,67.863,81.035,4248.047
72180.0,75.364,67.923,81.572,4257.696
72240.0,75.378,67.879,80.795,4260.483
72300.0,75.325,67.967,81.208,4245.948
72360.0,75.369,67.863,81.535,4257.875
72420.0,75.337,68.164,80.463,4244.406
72480.0,75.342,67.775,80.793,4261.608
72540.0,75.351,67.796,81.417,4245.593
72600.0,75.349,67.954,81.025,4247.773
72660.0,75.337,68.005,81.521,4258.665
72720.0,75.343,67.917,80.815,4259.415
72780.0,75.339,68.031,81.009,4243.216
72840.0,75.356,67.948,81.505,4259.242
72900.0,75.326,68.064,81.529,4248.035
72960.0,75.354,67.963,81.089,4243.549
73020.0,75.363,68.156,81.317,4246.187
73080.0,75.334,68.075,80.848,4258.614
73140.0,75.355,67.922,80.927,4243.38
73200.0,75.385,67.992,81.555,4260.446
73260.0,75.337,67.849,80.817,4248.79
73320.0,75.348,67.836,80.989,4253.115
73380.0,75.374,68.047,80.845,4250.759
73440.0,75.362,67.962,81.146,4260.787
73500.0,75.338,67.969,80.613,4259.079
73560.0,75.323,68.181,81.094,4257.732
73620.0,75.365,67.913,80.882,4250.248
73680.0,75.331,68.17,81.315,4250.96
73740.0,75.398,68.132,81.377,4244.483
73800.0,75.374,68.04,80.539,4252.903
73860.0,75.356,68.181,81.232,4245.382
73920.0,75.352,68.033,81.045,4253.228
73980.0,75.332,68.154,80.575,4261.445
74040.0,75.384,68.175,81.479,4242.152
74100.0,75.393,67.977,80.508,4261.407
74160.0,75.385,68.027,81.414,4253.482
74220.0,75.399,67.808,80.498,4257.946
74280.0,75.345,67.855,81.368,4250.635
74340.0,75.358,68.065,80.617,4254.846
74400.0,75.373,67.823,81.2,4244.591
74460.0,75.344,68.015,81.55,4260.676
74520.0,75.38,68.105,81.493,4253.208
74580.0,75.346,68.124,80.667,4247.624
74640.0,75.4,68.104,81.526,4252.663
74700.0,75.324,67.848,81.424,4246.647
74760.0,75.393,68.042,80.96,4251.28
74820.0,75.4,68.116,81.179,4259.739
74880.0,75.347,67.968,81.322,4251.447
74940.0,75.347,68.051,80.531,4258.163
75000.0,75.377,68.113,80.503,4260.066
75060.0,75.374,67.783,80.859,4248.662
75120.0,75.37,68.115,80.597,4257.4
75180.0,75.323,67.941,80.776,4255.684
75240.0,75.345,68.117,81.107,4256.032
75300.0,75.336,68.023,80.871,4244.049
75360.0,75.333,67.802,81.251,4244.407
75420.0,75.327,67.784,81.05,4247.844
75480.0,75.353,67.881,81.155,4243.067
75540.0,75.359,67.894,80.727,4244.022
75600.0,75.373,67.981,81.391,4254.476
75660.0,75.386,67.785,80.743,4250.284
75720.0,75.399,67.975,80.863,4248.997
75780.0,75.35,67.782,81.091,4258.452
75840.0,75.349,67.942,81.502,4241.425
75900.0,75.371,67.98,80.759,4255.798
